d_measured,d_error,theta_measured,theta_error
3.088,0.008,0.048,0.002
3.088,0.008,0.048,0.002
3.088,0.004,0.048,0.002
3.088,0.004,0.049,0.003
3.088,0.000,0.049,0.003
3.088,0.000,0.048,0.003
3.017,0.073,0.048,0.003
3.017,0.073,0.048,0.003
3.124,0.031,0.048,0.003
3.124,0.031,0.048,0.003
3.124,0.019,0.048,0.003
3.124,0.019,0.048,0.003
3.124,0.016,0.048,0.003
3.124,0.016,0.048,0.003
3.124,0.014,0.048,0.003
3.124,0.014,0.048,0.003
3.124,0.011,0.048,0.003
3.124,0.011,0.048,0.003
3.209,0.094,0.048,0.003
3.209,0.094,0.235,0.190
3.171,0.054,0.235,0.190
3.171,0.054,0.235,0.190
3.124,0.001,0.235,0.190
3.124,0.001,0.047,0.002
3.124,0.002,0.047,0.002
3.124,0.002,0.047,0.002
3.124,0.003,0.047,0.002
3.124,0.003,0.047,0.002
3.088,0.042,0.047,0.002
3.088,0.042,0.047,0.002
3.052,0.082,0.047,0.002
3.052,0.082,0.047,0.002
3.161,0.024,0.047,0.002
3.161,0.024,0.047,0.002
3.161,0.021,0.047,0.002
3.161,0.020,0.047,0.002
3.088,0.055,0.047,0.002
3.088,0.055,0.047,0.002
3.124,0.024,0.047,0.002
3.124,0.024,0.046,0.001
3.161,0.011,0.046,0.002
3.161,0.011,0.046,0.002
3.161,0.007,0.046,0.002
3.161,0.007,0.046,0.002
3.170,0.014,0.046,0.002
3.170,0.014,0.233,0.189
3.245,0.086,0.233,0.189
3.245,0.086,0.233,0.189
3.245,0.084,0.233,0.189
3.245,0.084,0.233,0.189
3.170,0.005,0.233,0.189
3.170,0.005,0.233,0.189
3.087,0.082,0.233,0.189
3.087,0.082,0.046,0.002
3.199,0.017,0.046,0.002
3.199,0.017,0.046,0.002
3.199,0.013,0.046,0.002
3.199,0.013,0.046,0.002
3.199,0.012,0.046,0.002
3.199,0.012,0.046,0.002
3.199,0.007,0.046,0.002
3.199,0.007,0.046,0.002
3.124,0.071,0.046,0.002
3.124,0.071,0.046,0.002
3.124,0.075,0.046,0.002
3.124,0.075,0.046,0.002
3.238,0.037,0.046,0.002
3.238,0.037,0.044,0.000
3.199,0.018,0.044,0.001
3.199,0.018,0.045,0.001
3.238,0.020,0.045,0.002
3.238,0.020,0.045,0.002
3.199,0.022,0.045,0.002
3.199,0.022,0.045,0.002
3.238,0.014,0.045,0.002
3.238,0.014,0.045,0.002
3.238,0.011,0.045,0.002
3.238,0.011,0.045,0.002
3.161,0.068,0.045,0.002
3.161,0.068,0.045,0.002
3.278,0.047,0.045,0.002
3.278,0.047,0.045,0.002
3.238,0.004,0.045,0.002
3.238,0.004,0.045,0.002
3.278,0.040,0.045,0.002
3.278,0.040,0.045,0.002
3.161,0.079,0.045,0.002
3.161,0.079,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.199,0.045,0.045,0.002
3.199,0.045,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.199,0.045,0.045,0.002
3.199,0.045,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.199,0.045,0.045,0.002
3.199,0.045,0.045,0.002
3.199,0.045,0.045,0.002
3.199,0.045,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.161,0.083,0.045,0.002
3.161,0.083,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.161,0.083,0.045,0.002
3.161,0.083,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.199,0.045,0.045,0.002
3.199,0.045,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.161,0.083,0.045,0.002
3.161,0.083,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.199,0.045,0.045,0.002
3.199,0.045,0.045,0.002
3.199,0.045,0.045,0.002
3.199,0.045,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.199,0.045,0.045,0.002
3.199,0.045,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.199,0.045,0.045,0.002
3.199,0.045,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.161,0.083,0.045,0.002
3.161,0.083,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.199,0.045,0.045,0.002
3.199,0.045,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.199,0.045,0.045,0.002
3.199,0.045,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.161,0.083,0.045,0.002
3.161,0.083,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.161,0.083,0.045,0.002
3.161,0.083,0.045,0.002
3.161,0.083,0.045,0.002
3.161,0.083,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.161,0.083,0.045,0.002
3.161,0.083,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.161,0.083,0.045,0.002
3.161,0.083,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.161,0.083,0.045,0.002
3.161,0.083,0.045,0.002
3.161,0.083,0.045,0.002
3.161,0.083,0.045,0.002
3.238,0.005,0.045,0.002
3.238,0.005,0.045,0.002
3.238,0.005,0.045,0.002
3.238,0.005,0.045,0.002
3.238,0.005,0.045,0.002
3.238,0.005,0.045,0.002
3.238,0.005,0.045,0.002
3.238,0.005,0.045,0.002
3.238,0.005,0.045,0.002
3.238,0.005,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.199,0.045,0.045,0.002
3.199,0.045,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.238,0.006,0.045,0.002
3.161,0.083,0.045,0.002
3.161,0.083,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.034,0.045,0.002
3.278,0.035,0.045,0.002
3.278,0.035,0.045,0.002
3.161,0.083,0.045,0.002
3.161,0.083,0.045,0.002
3.238,0.005,0.045,0.002
3.238,0.005,0.045,0.002
3.161,0.083,0.045,0.002
3.161,0.083,0.045,0.002
3.161,0.083,0.045,0.002
3.161,0.083,0.045,0.002
3.238,0.005,0.045,0.002
3.238,0.005,0.045,0.002
3.278,0.035,0.045,0.002
3.278,0.035,0.045,0.002
3.161,0.083,0.045,0.002
3.161,0.083,0.045,0.002
3.238,0.005,0.045,0.001
3.238,0.005,0.045,0.001
3.278,0.035,0.045,0.004
3.278,0.035,0.046,0.003
3.200,0.044,0.046,0.007
3.200,0.044,0.050,0.003
3.330,0.086,0.050,0.008
3.330,0.086,0.239,0.181
3.334,0.091,0.239,0.178
3.334,0.091,0.245,0.184
3.281,0.037,0.245,0.182
3.281,0.037,0.061,0.002
3.281,0.038,0.061,0.004
3.281,0.038,0.065,0.000
3.203,0.040,0.065,0.005
3.203,0.040,0.069,0.001
3.243,0.001,0.069,0.005
3.243,0.001,0.072,0.002
3.284,0.040,0.072,0.007
3.284,0.040,0.075,0.003
3.273,0.030,0.075,0.008
3.273,0.030,0.267,0.184
3.246,0.003,0.267,0.181
3.246,0.003,0.085,0.001
3.248,0.004,0.085,0.010
3.248,0.004,0.090,0.005
3.290,0.047,0.090,0.014
3.290,0.047,0.098,0.006
3.176,0.067,0.098,0.018
3.176,0.067,0.107,0.009
3.179,0.064,0.107,0.019
3.179,0.064,0.116,0.010
3.183,0.060,0.116,0.021
3.183,0.060,0.127,0.010
3.150,0.094,0.127,0.011
3.150,0.094,0.137,0.002
3.271,0.027,0.137,0.018
3.271,0.027,0.149,0.006
3.240,0.004,0.149,0.037
3.174,0.070,0.149,0.046
3.174,0.070,0.165,0.030
3.174,0.070,0.184,0.018
3.224,0.022,0.184,0.120
3.224,0.022,0.204,0.100
3.243,0.004,0.204,0.125
3.243,0.004,0.276,0.053
3.153,0.093,0.276,0.063
3.153,0.093,0.298,0.041
3.213,0.034,0.298,0.073
3.213,0.034,0.321,0.050
3.197,0.051,0.321,0.085
3.197,0.051,0.340,0.067
3.164,0.085,0.340,0.109
3.164,0.085,0.373,0.076
3.190,0.061,0.373,0.123
3.190,0.061,0.419,0.078
3.180,0.071,0.419,0.097
3.180,0.071,0.436,0.079
3.164,0.090,0.436,0.136
3.164,0.090,0.469,0.102
3.164,0.091,0.469,0.122
3.164,0.091,0.509,0.083
3.263,0.010,0.509,1.009
3.263,0.010,-0.526,0.026
3.182,0.070,-0.526,0.044
3.182,0.070,-0.500,0.018
2.972,0.279,-0.500,0.044
2.972,0.279,-0.320,0.137
3.167,0.082,-0.320,0.049
3.167,0.082,-0.426,0.058
3.155,0.092,-0.426,0.083
3.155,0.092,-0.365,0.022
3.185,0.062,-0.365,0.055
3.185,0.062,-0.329,0.018
3.194,0.051,-0.329,0.070
3.194,0.051,-0.303,0.044
3.241,0.004,-0.303,0.081
3.241,0.004,-0.274,0.051
3.177,0.067,-0.274,0.070
3.177,0.067,-0.243,0.039
3.189,0.055,-0.243,0.081
3.189,0.055,-0.208,0.046
3.170,0.074,-0.208,0.064
3.170,0.074,-0.177,0.033
3.192,0.051,-0.177,0.103
3.192,0.051,-0.148,0.074
3.257,0.013,-0.148,0.090
3.257,0.013,-0.116,0.059
3.283,0.040,-0.116,0.066
3.283,0.040,-0.072,0.022
3.162,0.081,-0.072,0.051
3.162,0.081,-0.055,0.033
3.275,0.032,-0.055,0.039
3.275,0.032,-0.021,0.005
3.275,0.032,-0.021,0.056
3.275,0.032,0.003,0.033
3.237,0.006,0.003,0.057
3.237,0.006,0.040,0.020
3.243,0.000,0.040,0.060
3.243,0.000,0.072,0.027
3.249,0.006,0.072,0.055
3.249,0.006,0.094,0.033
3.222,0.022,0.094,0.068
3.222,0.022,0.127,0.034
3.198,0.046,0.127,0.053
3.198,0.046,0.159,0.021
3.176,0.068,0.159,0.069
3.176,0.068,0.187,0.040
3.163,0.081,0.187,0.064
3.163,0.081,0.224,0.027
3.189,0.056,0.224,0.042
3.189,0.056,0.257,0.009
3.243,0.004,0.257,0.084
3.243,0.004,0.276,0.066
3.234,0.013,0.276,0.091
3.234,0.013,0.306,0.061
3.242,0.006,0.306,0.086
3.242,0.006,0.347,0.045
3.183,0.066,0.347,0.082
3.183,0.066,0.387,0.041
3.192,0.058,0.387,0.085
3.192,0.058,0.420,0.053
3.161,0.094,0.420,0.189
3.161,0.094,0.468,0.142
2.944,0.310,0.468,0.984
2.944,0.310,-0.352,0.164
3.196,0.056,-0.352,0.128
3.196,0.056,-0.508,0.028
3.179,0.072,-0.508,0.057
3.179,0.072,-0.479,0.028
3.168,0.082,-0.479,0.068
3.168,0.082,-0.450,0.040
3.188,0.061,-0.450,0.065
3.188,0.061,-0.417,0.032
3.148,0.100,-0.417,0.056
3.148,0.100,-0.387,0.026
3.256,0.009,-0.387,0.063
3.256,0.009,-0.359,0.034
3.180,0.067,-0.359,0.054
3.180,0.067,-0.325,0.020
3.188,0.058,-0.325,0.040
3.188,0.058,-0.297,0.013
3.161,0.085,-0.297,0.066
3.161,0.085,-0.267,0.035
3.171,0.074,-0.267,0.059
3.171,0.074,-0.235,0.027
3.187,0.057,-0.235,0.060
3.187,0.057,-0.205,0.031
3.206,0.038,-0.205,0.056
3.206,0.038,-0.174,0.025
3.152,0.091,-0.174,0.060
3.152,0.091,-0.142,0.028
3.256,0.012,-0.142,0.039
3.256,0.012,-0.114,0.011
3.246,0.003,-0.114,0.059
3.246,0.003,-0.083,0.027
3.162,0.081,-0.083,0.073
3.162,0.081,-0.053,0.043
3.323,0.080,-0.053,0.059
3.323,0.080,0.171,0.165
3.235,0.008,0.171,0.122
3.235,0.008,0.008,0.040
3.277,0.034,0.008,0.075
3.277,0.034,0.041,0.042
3.264,0.021,0.041,0.086
3.264,0.021,0.256,0.129
3.251,0.007,0.256,0.104
3.251,0.007,0.100,0.053
3.267,0.023,0.100,0.081
3.267,0.023,0.140,0.040
3.178,0.066,0.140,0.060
3.178,0.066,0.191,0.009
3.162,0.083,0.191,0.061
3.162,0.083,0.222,0.029
3.186,0.060,0.222,0.078
3.186,0.060,0.254,0.047
3.175,0.072,0.254,0.075
3.175,0.072,0.283,0.046
3.206,0.041,0.283,0.086
3.206,0.041,0.314,0.054
3.175,0.073,0.314,0.080
3.175,0.073,0.352,0.042
3.156,0.093,0.352,0.078
3.156,0.093,0.394,0.037
3.202,0.048,0.394,0.075
3.202,0.048,0.427,0.042
3.189,0.062,0.427,0.073
3.189,0.062,0.464,0.036
3.181,0.071,0.464,0.054
3.181,0.071,0.500,0.019
3.145,0.109,0.500,0.084
3.145,0.109,0.517,0.067
3.196,0.056,0.517,0.998
3.196,0.056,-0.527,0.045
3.165,0.086,-0.527,0.067
3.165,0.086,-0.510,0.050
3.151,0.100,-0.510,0.065
3.151,0.100,-0.482,0.037
3.177,0.072,-0.482,0.074
3.177,0.072,-0.456,0.048
3.194,0.052,-0.456,0.194
3.194,0.052,-0.396,0.133
3.203,0.042,-0.396,0.150
3.203,0.042,-0.274,0.028
3.173,0.072,-0.274,0.067
3.173,0.072,-0.237,0.030
3.189,0.056,-0.237,0.050
3.189,0.056,-0.207,0.020
3.173,0.071,-0.207,0.049
3.173,0.071,-0.182,0.024
3.195,0.049,-0.182,0.055
3.195,0.049,-0.152,0.026
3.259,0.016,-0.152,0.077
3.259,0.016,-0.122,0.046
3.257,0.014,-0.122,0.107
3.257,0.014,0.116,0.132
3.268,0.025,0.116,0.099
3.268,0.025,0.143,0.125
3.235,0.008,0.143,0.094
3.235,0.008,-0.011,0.060
3.235,0.007,-0.011,0.073
3.235,0.007,0.024,0.045
3.242,0.001,0.024,0.089
3.242,0.001,0.068,0.045
3.173,0.070,0.068,0.073
3.173,0.070,0.100,0.041
3.223,0.020,0.100,0.052
3.223,0.020,0.131,0.020
3.403,0.159,0.131,0.056
3.403,0.159,0.351,0.163
3.178,0.066,0.351,0.145
3.178,0.066,0.191,0.015
3.190,0.054,0.191,0.014
3.190,0.054,0.209,0.004
3.258,0.015,0.209,0.040
3.258,0.015,0.196,0.027
3.171,0.073,0.196,0.034
3.171,0.073,0.178,0.016
3.164,0.080,0.178,0.015
3.164,0.080,0.166,0.002
3.164,0.080,0.166,0.005
3.164,0.080,0.165,0.006
3.284,0.041,0.165,0.016
3.284,0.041,0.174,0.007
3.251,0.007,0.174,0.016
3.251,0.007,0.185,0.005
3.179,0.065,0.185,0.000
3.179,0.065,0.193,0.007
3.256,0.012,0.193,0.012
3.256,0.012,0.193,0.012
3.176,0.068,0.193,0.018
3.176,0.068,0.187,0.013
3.209,0.035,0.187,0.014
3.209,0.035,0.179,0.005
3.246,0.002,0.179,0.003
3.246,0.002,0.176,0.001
3.170,0.074,0.176,0.004
3.170,0.074,0.176,0.004
3.248,0.004,0.176,0.007
3.248,0.004,0.180,0.003
3.291,0.047,0.180,0.005
3.291,0.047,0.185,0.001
3.213,0.031,0.185,0.001
3.213,0.031,0.186,0.002
3.175,0.068,0.186,0.004
3.175,0.068,0.186,0.004
3.174,0.069,0.186,0.007
3.174,0.069,0.185,0.005
3.210,0.033,0.185,0.006
3.210,0.033,0.182,0.004
3.172,0.072,0.182,0.003
3.172,0.072,0.180,0.001
3.248,0.004,0.180,0.001
3.248,0.004,0.180,0.001
3.249,0.005,0.180,0.001
3.249,0.005,0.182,0.001
3.173,0.071,0.182,0.000
3.173,0.071,0.183,0.001
3.174,0.070,0.183,0.002
3.174,0.070,0.184,0.003
3.211,0.033,0.184,0.005
3.211,0.033,0.183,0.004
3.248,0.004,0.183,0.011
3.248,0.004,0.180,0.009
3.169,0.075,0.180,0.015
3.169,0.075,0.175,0.010
3.243,0.000,0.175,0.013
3.243,0.000,0.172,0.009
3.241,0.003,0.172,0.011
3.241,0.003,0.167,0.007
3.239,0.005,0.167,0.009
3.239,0.005,0.163,0.005
3.237,0.006,0.163,0.007
3.237,0.006,0.161,0.005
3.359,0.116,0.161,0.008
3.359,0.116,0.348,0.196
3.273,0.030,0.348,0.199
3.273,0.030,0.154,0.006
3.233,0.011,0.154,0.006
3.233,0.011,0.152,0.003
3.231,0.012,0.152,0.010
3.231,0.012,0.148,0.006
3.153,0.090,0.148,0.009
3.153,0.090,0.144,0.006
3.378,0.135,0.144,0.014
3.378,0.135,0.331,0.200
3.187,0.056,0.331,0.203
3.187,0.056,0.137,0.009
3.370,0.127,0.137,0.013
3.370,0.127,0.323,0.199
3.262,0.019,0.323,0.201
3.262,0.019,0.129,0.007
3.254,0.011,0.129,0.028
3.254,0.011,0.111,0.009
3.214,0.029,0.111,0.012
3.214,0.029,0.107,0.008
3.295,0.052,0.107,0.021
3.295,0.052,0.289,0.203
3.288,0.046,0.289,0.234
3.288,0.046,0.092,0.037
3.246,0.003,0.092,0.039
3.246,0.003,0.085,0.032
3.242,0.000,0.085,0.044
3.242,0.000,0.070,0.029
3.281,0.038,0.070,0.028
3.281,0.038,0.064,0.022
3.238,0.005,0.064,0.021
3.238,0.005,0.044,0.001
3.374,0.131,0.044,0.003
3.374,0.131,0.243,0.196
3.250,0.007,0.243,0.197
3.250,0.007,0.239,0.193
3.238,0.004,0.239,0.192
3.238,0.004,0.049,0.001
3.279,0.036,0.049,0.001
3.279,0.036,0.050,0.000
3.279,0.036,0.050,0.002
3.279,0.036,0.052,0.000
3.279,0.037,0.052,0.000
3.279,0.037,0.055,0.003
3.279,0.036,0.055,0.004
3.279,0.036,0.053,0.002
3.239,0.004,0.053,0.002
3.239,0.004,0.053,0.002
3.250,0.008,0.053,0.002
3.250,0.008,0.239,0.189
3.279,0.036,0.239,0.190
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.162,0.081,0.053,0.003
3.162,0.081,0.052,0.002
3.239,0.004,0.052,0.002
3.239,0.004,0.052,0.002
3.162,0.081,0.052,0.002
3.162,0.081,0.052,0.002
3.239,0.004,0.052,0.002
3.239,0.004,0.052,0.002
3.162,0.081,0.052,0.001
3.162,0.081,0.053,0.002
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.200,0.043,0.053,0.003
3.200,0.043,0.052,0.002
3.239,0.004,0.052,0.002
3.239,0.004,0.052,0.002
3.279,0.036,0.052,0.002
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.239,0.004,0.053,0.003
3.239,0.004,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.036,0.052,0.002
3.239,0.004,0.052,0.002
3.239,0.004,0.052,0.002
3.279,0.036,0.052,0.002
3.279,0.036,0.053,0.003
3.162,0.081,0.053,0.003
3.162,0.081,0.053,0.003
3.162,0.081,0.053,0.003
3.162,0.081,0.052,0.002
3.239,0.004,0.052,0.002
3.239,0.004,0.052,0.002
3.200,0.043,0.052,0.002
3.200,0.043,0.052,0.002
3.279,0.036,0.052,0.002
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.036,0.052,0.002
3.279,0.036,0.052,0.002
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.239,0.004,0.053,0.003
3.239,0.004,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.239,0.004,0.053,0.003
3.239,0.004,0.053,0.003
3.239,0.004,0.053,0.003
3.239,0.004,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.200,0.043,0.053,0.003
3.200,0.043,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.162,0.081,0.053,0.003
3.162,0.081,0.053,0.003
3.162,0.081,0.053,0.003
3.162,0.081,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.036,0.052,0.002
3.200,0.043,0.052,0.002
3.200,0.043,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.036,0.053,0.003
3.279,0.035,0.053,0.003
3.279,0.035,0.053,0.003
3.279,0.035,0.053,0.003
3.279,0.035,0.053,0.003
3.200,0.044,0.053,0.003
3.200,0.044,0.053,0.003
3.279,0.034,0.053,0.003
3.279,0.034,0.053,0.003
3.279,0.034,0.053,0.003
3.279,0.034,0.053,0.003
3.239,0.006,0.053,0.003
3.239,0.006,0.053,0.003
3.239,0.006,0.053,0.003
3.239,0.006,0.053,0.003
3.279,0.033,0.053,0.003
3.279,0.033,0.052,0.002
3.279,0.033,0.052,0.002
3.279,0.033,0.053,0.003
3.239,0.008,0.053,0.003
3.239,0.008,0.052,0.002
3.239,0.009,0.052,0.002
3.239,0.009,0.052,0.002
3.279,0.030,0.052,0.002
3.279,0.030,0.052,0.002
3.239,0.011,0.052,0.001
3.239,0.011,0.052,0.001
3.279,0.028,0.052,0.001
3.279,0.028,0.053,0.002
3.162,0.090,0.053,0.002
3.162,0.090,0.053,0.002
3.289,0.034,0.053,0.002
3.289,0.034,0.239,0.189
3.371,0.115,0.239,0.189
3.371,0.115,0.239,0.189
3.279,0.022,0.239,0.189
3.279,0.022,0.053,0.002
3.320,0.061,0.053,0.002
3.320,0.061,0.053,0.002
3.279,0.019,0.053,0.002
3.279,0.019,0.053,0.002
3.320,0.058,0.053,0.002
3.320,0.058,0.053,0.002
3.279,0.015,0.053,0.002
3.279,0.015,0.053,0.002
3.200,0.075,0.053,0.003
3.200,0.075,0.053,0.003
3.279,0.002,0.053,0.003
3.279,0.002,0.053,0.003
3.200,0.084,0.053,0.003
3.200,0.084,0.052,0.002
3.370,0.084,0.052,0.002
3.370,0.084,0.239,0.188
3.279,0.010,0.239,0.188
3.279,0.010,0.052,0.002
3.370,0.075,0.052,0.002
3.370,0.075,0.239,0.189
3.320,0.022,0.239,0.189
3.320,0.022,0.052,0.002
3.239,0.062,0.052,0.002
3.239,0.062,0.052,0.002
3.320,0.016,0.052,0.002
3.320,0.016,0.052,0.002
3.320,0.014,0.052,0.002
3.320,0.014,0.052,0.002
3.239,0.079,0.052,0.002
3.239,0.079,0.052,0.002
3.239,0.081,0.052,0.002
3.239,0.081,0.052,0.002
3.362,0.039,0.052,0.002
3.362,0.039,0.052,0.002
3.279,0.046,0.052,0.002
3.279,0.046,0.052,0.002
3.320,0.008,0.052,0.002
3.320,0.008,0.052,0.002
3.411,0.079,0.052,0.002
3.411,0.079,0.238,0.188
3.454,0.119,0.238,0.188
3.454,0.119,0.238,0.188
3.454,0.116,0.238,0.188
3.454,0.116,0.238,0.188
3.328,0.012,0.238,0.188
3.328,0.012,0.238,0.188
3.362,0.020,0.238,0.188
3.362,0.020,0.052,0.002
3.320,0.025,0.052,0.003
3.320,0.025,0.052,0.003
3.362,0.014,0.052,0.003
3.362,0.014,0.052,0.003
3.405,0.054,0.052,0.003
3.405,0.054,0.051,0.002
3.362,0.008,0.051,0.002
3.362,0.008,0.051,0.002
3.362,0.010,0.051,0.002
3.362,0.010,0.051,0.002
3.405,0.030,0.051,0.002
3.405,0.030,0.051,0.002
3.362,0.020,0.051,0.002
3.362,0.020,0.051,0.002
3.498,0.114,0.051,0.002
3.498,0.114,0.237,0.188
3.405,0.017,0.237,0.188
3.405,0.016,0.051,0.002
3.498,0.107,0.051,0.002
3.498,0.107,0.237,0.188
3.405,0.012,0.237,0.188
3.405,0.011,0.051,0.002
3.405,0.006,0.051,0.002
3.405,0.006,0.051,0.002
3.320,0.082,0.051,0.002
3.320,0.082,0.051,0.002
3.405,0.005,0.051,0.002
3.405,0.005,0.051,0.002
3.405,0.007,0.051,0.003
3.405,0.007,0.051,0.003
3.449,0.036,0.051,0.003
3.449,0.036,0.051,0.003
3.449,0.021,0.051,0.003
3.449,0.021,0.051,0.003
3.449,0.011,0.051,0.003
3.449,0.011,0.051,0.003
3.449,0.008,0.051,0.003
3.449,0.008,0.050,0.002
3.449,0.003,0.050,0.002
3.449,0.003,0.050,0.002
3.449,0.002,0.050,0.002
3.449,0.002,0.050,0.002
3.449,0.004,0.050,0.002
3.449,0.004,0.050,0.002
3.449,0.005,0.050,0.002
3.449,0.005,0.050,0.002
3.449,0.011,0.050,0.002
3.449,0.011,0.050,0.002
3.449,0.014,0.050,0.002
3.449,0.014,0.050,0.002
3.494,0.016,0.050,0.002
3.494,0.016,0.050,0.002
3.494,0.014,0.050,0.003
3.494,0.014,0.050,0.003
3.497,0.011,0.050,0.003
3.497,0.011,0.235,0.188
3.589,0.086,0.235,0.188
3.589,0.086,0.235,0.188
3.494,0.016,0.235,0.188
3.494,0.016,0.050,0.003
3.541,0.027,0.050,0.003
3.541,0.027,0.049,0.002
3.494,0.022,0.049,0.002
3.494,0.022,0.049,0.002
3.449,0.070,0.049,0.002
3.449,0.070,0.049,0.002
3.541,0.013,0.049,0.002
3.541,0.013,0.049,0.002
3.635,0.104,0.049,0.002
3.635,0.104,0.233,0.186
3.635,0.102,0.233,0.187
3.635,0.102,0.233,0.187
3.635,0.097,0.233,0.187
3.635,0.097,0.233,0.187
3.541,0.001,0.233,0.187
3.541,0.001,0.048,0.001
3.541,0.005,0.048,0.001
3.541,0.005,0.048,0.001
3.541,0.009,0.048,0.002
3.541,0.009,0.048,0.002
3.494,0.063,0.048,0.002
3.494,0.064,0.048,0.002
3.588,0.025,0.048,0.002
3.588,0.025,0.048,0.002
