d_measured,d_error,theta_measured,theta_error
2.196,0.048,0.141,0.190
2.196,0.048,0.141,0.190
2.159,0.087,0.141,0.190
2.159,0.087,-0.047,0.002
2.176,0.077,-0.047,0.002
2.176,0.077,-0.047,0.002
2.176,0.091,-0.047,0.001
2.176,0.091,-0.047,0.001
2.176,0.096,-0.047,0.001
2.176,0.096,-0.047,0.001
2.194,0.081,-0.047,0.001
2.194,0.081,-0.047,0.001
2.176,0.105,-0.047,0.001
2.176,0.105,-0.046,0.002
2.250,0.035,-0.046,0.002
2.250,0.035,-0.046,0.002
2.194,0.094,-0.046,0.002
2.194,0.094,-0.046,0.002
2.289,0.011,-0.046,0.002
2.289,0.011,-0.046,0.002
2.251,0.051,-0.046,0.002
2.251,0.051,0.141,0.189
2.213,0.093,0.141,0.189
2.213,0.093,-0.046,0.001
2.231,0.080,-0.046,0.001
2.231,0.082,-0.046,0.001
2.231,0.087,-0.046,0.001
2.231,0.087,-0.046,0.001
2.289,0.032,-0.046,0.001
2.289,0.032,-0.046,0.001
2.231,0.096,-0.046,0.001
2.231,0.096,-0.045,0.002
2.250,0.080,-0.045,0.002
2.250,0.080,-0.045,0.002
2.250,0.085,-0.045,0.002
2.250,0.085,-0.045,0.002
2.269,0.076,-0.045,0.002
2.269,0.076,-0.045,0.002
2.371,0.024,-0.045,0.002
2.371,0.024,0.141,0.188
2.250,0.098,0.141,0.188
2.250,0.098,-0.045,0.002
2.269,0.079,-0.045,0.002
2.269,0.079,-0.045,0.002
2.310,0.039,-0.045,0.002
2.310,0.039,0.141,0.188
2.350,0.002,0.141,0.188
2.350,0.002,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.002
2.269,0.079,-0.045,0.002
2.269,0.079,-0.045,0.002
2.269,0.079,-0.045,0.002
2.269,0.079,-0.045,0.002
2.250,0.098,-0.045,0.002
2.250,0.098,-0.045,0.002
2.371,0.023,-0.045,0.002
2.371,0.023,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.002
2.310,0.039,-0.045,0.002
2.310,0.039,0.141,0.188
2.329,0.019,0.141,0.188
2.329,0.019,-0.045,0.002
2.310,0.039,-0.045,0.002
2.310,0.039,0.141,0.188
2.329,0.019,0.141,0.188
2.329,0.019,-0.045,0.001
2.310,0.039,-0.045,0.001
2.310,0.039,0.141,0.188
2.371,0.023,0.141,0.188
2.371,0.023,0.141,0.188
2.310,0.039,0.141,0.188
2.310,0.039,0.141,0.188
2.310,0.039,0.141,0.188
2.310,0.039,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.371,0.023,-0.045,0.001
2.371,0.023,0.141,0.188
2.371,0.023,0.141,0.188
2.371,0.023,0.141,0.188
2.250,0.098,0.141,0.188
2.250,0.098,-0.045,0.001
2.310,0.038,-0.045,0.001
2.310,0.038,0.141,0.188
2.310,0.038,0.141,0.188
2.310,0.038,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.371,0.023,-0.045,0.001
2.371,0.023,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.371,0.023,-0.045,0.001
2.371,0.023,0.141,0.188
2.310,0.039,0.141,0.188
2.310,0.039,0.141,0.188
2.371,0.023,0.141,0.188
2.371,0.023,0.141,0.188
2.290,0.058,0.141,0.188
2.290,0.058,0.141,0.188
2.290,0.058,0.141,0.188
2.290,0.058,0.141,0.188
2.310,0.038,0.141,0.188
2.310,0.038,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.371,0.023,-0.045,0.001
2.371,0.023,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.250,0.098,-0.045,0.001
2.250,0.098,-0.045,0.001
2.371,0.023,-0.045,0.001
2.371,0.023,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.289,0.059,-0.045,0.001
2.289,0.059,-0.045,0.001
2.310,0.038,-0.045,0.001
2.310,0.038,0.141,0.188
2.310,0.038,0.141,0.188
2.310,0.038,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.270,0.078,-0.045,0.001
2.270,0.078,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.310,0.038,-0.045,0.001
2.310,0.038,0.141,0.188
2.310,0.038,0.141,0.188
2.310,0.038,0.141,0.188
2.371,0.023,0.141,0.188
2.371,0.023,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.350,0.002,-0.045,0.001
2.350,0.002,-0.045,0.001
2.371,0.023,-0.045,0.001
2.371,0.023,0.141,0.188
2.329,0.019,0.141,0.188
2.329,0.019,-0.045,0.001
2.310,0.038,-0.045,0.001
2.310,0.038,0.141,0.188
2.250,0.098,0.141,0.188
2.250,0.098,-0.045,0.001
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.250,0.098,-0.045,0.001
2.250,0.098,-0.045,0.001
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.270,0.078,-0.045,0.001
2.270,0.078,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.371,0.023,-0.045,0.001
2.371,0.023,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.310,0.038,-0.045,0.001
2.310,0.038,0.141,0.188
2.371,0.023,0.141,0.188
2.371,0.023,0.141,0.188
2.290,0.058,0.141,0.188
2.290,0.058,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.310,0.038,-0.045,0.001
2.310,0.038,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.371,0.023,-0.045,0.001
2.371,0.023,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.371,0.023,-0.045,0.001
2.371,0.023,0.141,0.188
2.310,0.038,0.141,0.188
2.310,0.038,0.141,0.188
2.371,0.023,0.141,0.188
2.371,0.023,0.141,0.188
2.371,0.023,0.141,0.188
2.371,0.023,0.141,0.188
2.371,0.023,0.141,0.188
2.371,0.023,0.141,0.188
2.371,0.023,0.141,0.188
2.371,0.023,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.371,0.023,-0.045,0.001
2.371,0.023,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.310,0.038,-0.045,0.001
2.310,0.038,0.141,0.188
2.371,0.023,0.141,0.188
2.371,0.023,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.371,0.023,-0.045,0.001
2.371,0.023,0.141,0.188
2.371,0.023,0.141,0.188
2.371,0.023,0.141,0.188
2.371,0.023,0.141,0.188
2.371,0.023,0.141,0.188
2.371,0.023,0.141,0.188
2.371,0.023,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.310,0.038,-0.045,0.001
2.310,0.038,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.310,0.038,-0.045,0.001
2.310,0.038,0.141,0.188
2.290,0.058,0.141,0.188
2.290,0.058,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.310,0.038,-0.045,0.001
2.310,0.038,0.141,0.188
2.269,0.079,0.141,0.188
2.269,0.079,-0.045,0.001
2.289,0.059,-0.045,0.001
2.289,0.059,-0.046,0.000
2.269,0.079,-0.046,0.000
2.269,0.079,-0.045,0.001
2.289,0.059,-0.045,0.001
2.289,0.059,-0.046,0.000
2.269,0.079,-0.046,0.000
2.269,0.079,-0.045,0.001
2.289,0.059,-0.045,0.001
2.289,0.059,-0.045,0.001
2.350,0.002,-0.045,0.001
2.350,0.002,-0.045,0.001
2.250,0.098,-0.045,0.001
2.250,0.098,-0.045,0.001
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.350,0.002,-0.045,0.001
2.350,0.002,-0.045,0.001
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.350,0.002,-0.045,0.001
2.350,0.002,-0.046,0.000
2.269,0.079,-0.046,0.000
2.269,0.079,-0.045,0.001
2.289,0.059,-0.045,0.001
2.289,0.059,-0.046,0.000
2.329,0.019,-0.046,0.000
2.329,0.019,-0.045,0.001
2.289,0.059,-0.045,0.001
2.289,0.059,-0.046,0.000
2.269,0.079,-0.046,0.000
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.269,0.079,-0.045,0.001
2.289,0.059,-0.045,0.001
2.289,0.059,-0.045,0.001
2.329,0.019,-0.045,0.001
2.329,0.019,-0.045,0.001
2.289,0.059,-0.045,0.001
2.289,0.059,-0.045,0.001
2.250,0.098,-0.045,0.001
2.250,0.098,-0.045,0.001
2.289,0.059,-0.045,0.001
2.289,0.059,-0.046,0.000
2.350,0.002,-0.046,0.000
2.350,0.002,-0.046,0.000
2.350,0.002,-0.046,0.000
2.350,0.002,-0.045,0.001
2.289,0.059,-0.045,0.001
2.289,0.059,-0.046,0.000
2.269,0.079,-0.046,0.000
2.269,0.079,-0.045,0.001
2.289,0.059,-0.045,0.001
2.289,0.059,-0.044,0.000
2.288,0.059,-0.044,0.005
2.288,0.059,-0.041,0.001
2.249,0.098,-0.041,0.005
2.249,0.098,-0.038,0.002
2.288,0.060,-0.038,0.007
2.288,0.060,-0.034,0.003
2.268,0.080,-0.034,0.008
2.268,0.080,-0.028,0.003
2.268,0.080,-0.028,0.006
2.268,0.080,-0.025,0.002
2.267,0.080,-0.025,0.004
2.267,0.080,-0.021,0.000
2.287,0.061,-0.021,0.005
2.287,0.061,-0.017,0.001
2.327,0.021,-0.017,0.006
2.327,0.021,-0.013,0.002
2.287,0.061,-0.013,0.003
2.287,0.061,-0.009,0.000
2.324,0.024,-0.009,0.002
2.324,0.024,0.180,0.187
2.267,0.081,0.180,0.183
2.267,0.081,-0.006,0.002
2.286,0.061,-0.006,0.005
2.286,0.061,-0.002,0.002
2.267,0.081,-0.002,0.007
2.267,0.081,0.002,0.004
2.287,0.061,0.002,0.007
2.287,0.061,0.008,0.001
2.334,0.014,0.008,0.015
2.334,0.014,0.202,0.179
2.287,0.060,0.202,0.168
2.287,0.060,0.025,0.009
2.345,0.003,0.025,0.018
2.345,0.003,0.223,0.181
2.270,0.078,0.223,0.172
2.270,0.078,0.048,0.004
2.252,0.096,0.048,0.046
2.252,0.096,0.058,0.036
2.259,0.089,0.058,0.069
2.259,0.089,0.099,0.033
2.281,0.067,0.099,0.056
2.281,0.067,0.113,0.042
2.268,0.080,0.113,0.050
2.268,0.080,0.135,0.028
2.258,0.090,0.135,0.047
2.258,0.090,0.162,0.021
2.287,0.062,0.162,0.033
2.287,0.062,0.185,0.010
2.293,0.056,0.185,0.034
2.293,0.056,0.199,0.020
2.282,0.067,0.199,0.034
2.282,0.067,0.217,0.016
2.259,0.091,0.217,0.060
2.259,0.091,0.245,0.033
2.270,0.080,0.245,0.055
2.270,0.080,0.263,0.036
2.265,0.086,0.263,0.067
2.265,0.086,0.284,0.046
2.279,0.073,0.284,0.080
2.279,0.073,0.330,0.035
2.294,0.059,0.330,0.058
2.294,0.059,0.370,0.018
2.262,0.091,0.370,0.063
2.262,0.091,0.395,0.037
2.269,0.086,0.395,0.064
2.269,0.086,0.419,0.039
2.265,0.090,0.419,0.058
2.265,0.090,0.450,0.028
2.246,0.112,0.450,0.127
2.246,0.112,0.478,0.098
2.241,0.119,0.478,0.127
2.241,0.119,0.515,0.091
2.288,0.071,0.515,1.040
2.288,0.071,-0.525,0.000
2.232,0.125,-0.525,0.039
2.232,0.125,-0.508,0.021
2.248,0.108,-0.508,0.043
2.248,0.108,-0.494,0.030
2.264,0.091,-0.494,0.061
2.264,0.091,-0.464,0.031
2.251,0.103,-0.464,0.059
2.251,0.103,-0.419,0.014
2.126,0.227,-0.419,0.060
2.126,0.227,-0.226,0.133
2.292,0.060,-0.226,0.096
2.292,0.060,-0.368,0.046
2.292,0.059,-0.368,0.073
2.292,0.059,-0.346,0.051
2.264,0.087,-0.346,0.090
2.264,0.087,-0.283,0.027
2.216,0.134,-0.283,0.062
2.216,0.134,-0.073,0.147
2.265,0.084,-0.073,0.127
2.265,0.084,-0.221,0.020
2.268,0.081,-0.221,0.052
2.268,0.081,-0.186,0.017
2.277,0.072,-0.186,0.050
2.277,0.072,-0.160,0.024
2.266,0.082,-0.160,0.063
2.266,0.082,-0.128,0.031
2.272,0.076,-0.128,0.102
2.272,0.076,-0.068,0.041
2.288,0.060,-0.068,0.069
2.288,0.060,-0.030,0.031
2.326,0.022,-0.030,0.040
2.326,0.022,0.184,0.174
2.268,0.080,0.184,0.096
2.268,0.080,0.025,0.063
2.271,0.077,0.025,0.082
2.271,0.077,0.058,0.048
2.257,0.091,0.058,0.059
2.257,0.091,0.092,0.025
2.264,0.084,0.092,0.045
2.264,0.084,0.119,0.018
2.292,0.056,0.119,0.037
2.292,0.056,0.149,0.007
2.266,0.083,0.149,0.059
2.266,0.083,0.181,0.027
2.260,0.090,0.181,0.073
2.260,0.090,0.210,0.046
2.257,0.092,0.210,0.053
2.257,0.093,0.241,0.033
2.259,0.092,0.241,0.062
2.259,0.092,0.275,0.029
2.297,0.054,0.275,0.066
2.297,0.054,0.304,0.036
2.264,0.088,0.304,0.071
2.264,0.088,0.334,0.042
2.260,0.092,0.334,0.066
2.260,0.092,0.373,0.027
2.262,0.094,0.373,0.119
2.262,0.094,0.430,0.062
2.262,0.094,0.430,0.073
2.262,0.094,0.463,0.040
2.257,0.100,0.463,0.060
2.257,0.100,0.487,0.036
2.244,0.114,0.487,0.060
2.244,0.114,0.504,0.043
2.264,0.095,0.504,0.082
2.264,0.095,0.520,0.069
2.374,0.015,0.520,1.057
2.374,0.015,-0.537,0.000
2.261,0.097,-0.537,0.033
2.261,0.097,-0.518,0.014
2.242,0.115,-0.518,0.049
2.242,0.115,-0.489,0.020
2.270,0.085,-0.489,0.053
2.270,0.085,-0.469,0.034
2.270,0.084,-0.469,0.053
2.270,0.084,-0.438,0.021
2.254,0.099,-0.438,0.080
2.254,0.099,-0.404,0.047
2.143,0.209,-0.404,0.076
2.143,0.209,-0.189,0.139
2.287,0.065,-0.189,0.136
2.287,0.065,-0.340,0.015
2.302,0.047,-0.340,0.207
2.302,0.047,-0.283,0.150
2.266,0.082,-0.283,0.170
2.266,0.082,-0.128,0.016
2.278,0.070,-0.128,0.062
2.278,0.070,-0.098,0.031
2.291,0.057,-0.098,0.070
2.291,0.057,-0.061,0.034
2.308,0.040,-0.061,0.067
2.308,0.040,-0.033,0.039
2.267,0.081,-0.033,0.079
2.267,0.081,0.006,0.041
2.352,0.005,0.006,0.085
2.352,0.005,0.067,0.024
2.277,0.072,0.067,0.157
2.277,0.072,0.093,0.131
2.265,0.084,0.093,0.136
2.265,0.084,0.180,0.049
2.260,0.090,0.180,0.084
2.260,0.090,0.210,0.054
2.278,0.073,0.210,0.104
2.278,0.073,0.245,0.069
2.296,0.056,0.245,0.086
2.296,0.056,0.302,0.029
2.263,0.089,0.302,0.083
2.263,0.089,0.333,0.051
2.298,0.055,0.333,0.066
2.298,0.055,0.374,0.025
2.254,0.100,0.374,0.058
2.254,0.100,0.404,0.028
2.266,0.088,0.404,0.065
2.266,0.088,0.434,0.035
2.264,0.092,0.434,0.075
2.264,0.092,0.464,0.045
2.241,0.116,0.464,0.067
2.241,0.116,0.488,0.044
2.238,0.120,0.488,0.055
2.238,0.120,0.513,0.030
2.263,0.097,0.513,0.080
2.263,0.097,0.519,0.079
2.359,0.002,0.519,0.099
2.359,0.002,0.539,0.079
2.184,0.176,0.539,1.096
2.184,0.176,-0.365,0.192
2.269,0.089,-0.365,0.154
2.269,0.089,-0.524,0.005
2.236,0.120,-0.524,0.050
2.236,0.120,-0.498,0.024
2.258,0.098,-0.498,0.055
2.258,0.098,-0.488,0.045
2.256,0.099,-0.488,0.084
2.256,0.099,-0.456,0.052
2.283,0.070,-0.456,0.082
2.283,0.070,-0.398,0.023
2.274,0.078,-0.398,0.058
2.274,0.078,-0.368,0.028
2.185,0.167,-0.368,0.061
2.185,0.167,-0.162,0.145
2.261,0.090,-0.162,0.116
2.261,0.090,-0.306,0.029
2.278,0.072,-0.306,0.064
2.278,0.072,-0.276,0.033
2.277,0.072,-0.276,0.065
2.277,0.072,-0.243,0.032
2.262,0.087,-0.243,0.064
2.262,0.087,-0.213,0.034
2.267,0.082,-0.213,0.064
2.267,0.082,-0.184,0.034
2.274,0.074,-0.184,0.069
2.274,0.074,-0.152,0.038
2.284,0.064,-0.152,0.078
2.284,0.064,-0.121,0.047
2.302,0.046,-0.121,0.063
2.302,0.046,0.116,0.174
2.290,0.058,0.116,0.122
2.290,0.058,-0.053,0.047
2.296,0.052,-0.053,0.131
2.296,0.052,0.159,0.081
2.368,0.020,0.159,0.069
2.368,0.020,0.262,0.173
2.256,0.092,0.262,0.178
2.256,0.092,0.086,0.002
2.296,0.052,0.086,0.018
2.296,0.052,0.091,0.023
2.274,0.073,0.091,0.038
2.274,0.073,0.080,0.027
2.271,0.076,0.080,0.017
2.271,0.076,0.062,0.001
2.290,0.058,0.062,0.005
2.290,0.058,0.056,0.012
2.272,0.075,0.056,0.015
2.272,0.075,0.070,0.001
2.293,0.055,0.070,0.000
2.293,0.055,0.073,0.004
2.273,0.075,0.073,0.011
2.273,0.075,0.073,0.011
2.271,0.077,0.073,0.009
2.271,0.077,0.058,0.006
2.272,0.076,0.058,0.006
2.272,0.076,0.066,0.002
2.272,0.076,0.066,0.003
2.272,0.076,0.067,0.004
2.352,0.005,0.067,0.006
2.352,0.004,0.065,0.005
2.271,0.076,0.065,0.007
2.271,0.076,0.062,0.004
2.271,0.077,0.062,0.004
2.271,0.077,0.060,0.002
2.252,0.096,0.060,0.001
2.252,0.096,0.060,0.001
2.291,0.057,0.060,0.000
2.291,0.057,0.061,0.001
2.271,0.076,0.061,0.001
2.271,0.076,0.062,0.000
2.252,0.095,0.062,0.002
2.252,0.095,0.064,0.004
2.272,0.076,0.064,0.004
2.272,0.076,0.064,0.004
2.291,0.057,0.064,0.004
2.291,0.057,0.062,0.003
2.252,0.096,0.062,0.002
2.252,0.096,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.252,0.096,0.062,0.002
2.252,0.096,0.062,0.002
2.271,0.076,0.062,0.001
2.271,0.076,0.062,0.001
2.271,0.076,0.062,0.001
2.271,0.076,0.063,0.002
2.362,0.014,0.063,0.003
2.362,0.014,0.253,0.192
2.331,0.016,0.253,0.193
2.331,0.016,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.252,0.096,0.062,0.001
2.252,0.096,0.062,0.001
2.362,0.014,0.062,0.001
2.362,0.014,0.253,0.192
2.341,0.006,0.253,0.192
2.341,0.006,0.253,0.192
2.291,0.057,0.253,0.192
2.291,0.057,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.252,0.096,0.062,0.002
2.252,0.096,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.252,0.096,0.062,0.002
2.252,0.096,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.252,0.096,0.062,0.002
2.252,0.096,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.331,0.016,0.062,0.002
2.331,0.016,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.252,0.096,0.062,0.002
2.252,0.096,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.252,0.096,0.062,0.002
2.252,0.096,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.252,0.095,0.062,0.002
2.252,0.095,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.252,0.095,0.062,0.002
2.252,0.095,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.252,0.095,0.062,0.002
2.252,0.095,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.252,0.095,0.062,0.002
2.252,0.095,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.252,0.095,0.062,0.002
2.252,0.095,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.252,0.095,0.062,0.002
2.252,0.095,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.252,0.095,0.062,0.002
2.252,0.095,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.252,0.095,0.062,0.002
2.252,0.095,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.291,0.057,0.062,0.002
2.291,0.057,0.062,0.002
2.252,0.095,0.062,0.002
2.252,0.095,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.076,0.062,0.002
2.271,0.078,0.062,0.002
2.271,0.078,0.062,0.002
2.271,0.078,0.062,0.002
2.271,0.078,0.062,0.002
2.271,0.078,0.062,0.002
2.271,0.078,0.062,0.002
2.271,0.079,0.062,0.002
2.271,0.079,0.062,0.002
2.291,0.059,0.062,0.002
2.291,0.059,0.062,0.002
2.271,0.079,0.062,0.002
2.271,0.079,0.062,0.002
2.291,0.060,0.062,0.002
2.291,0.060,0.062,0.002
2.291,0.061,0.062,0.002
2.291,0.061,0.062,0.002
2.271,0.081,0.062,0.002
2.271,0.081,0.062,0.002
2.271,0.081,0.062,0.002
2.271,0.081,0.062,0.002
2.291,0.062,0.062,0.002
2.291,0.062,0.062,0.002
2.271,0.082,0.062,0.003
2.271,0.082,0.062,0.003
2.361,0.007,0.062,0.003
2.361,0.007,0.252,0.193
2.331,0.025,0.252,0.193
2.331,0.025,0.060,0.001
2.271,0.086,0.060,0.001
2.271,0.086,0.060,0.001
2.291,0.068,0.060,0.001
2.291,0.068,0.060,0.001
2.352,0.007,0.060,0.001
2.352,0.007,0.063,0.004
2.291,0.070,0.063,0.004
2.291,0.070,0.062,0.003
2.291,0.072,0.062,0.003
2.291,0.072,0.062,0.003
2.445,0.082,0.062,0.003
2.445,0.082,0.252,0.193
2.271,0.094,0.252,0.193
2.271,0.094,0.061,0.002
2.291,0.076,0.061,0.002
2.291,0.076,0.060,0.001
2.271,0.100,0.060,0.001
2.271,0.100,0.060,0.001
2.271,0.101,0.060,0.001
2.271,0.101,0.061,0.002
2.291,0.084,0.061,0.002
2.291,0.084,0.061,0.002
2.311,0.065,0.061,0.002
2.311,0.065,0.061,0.002
2.352,0.025,0.061,0.002
2.352,0.025,0.061,0.002
2.291,0.088,0.061,0.002
2.291,0.088,0.061,0.002
2.311,0.072,0.061,0.003
2.311,0.072,0.060,0.002
2.311,0.072,0.060,0.002
2.311,0.072,0.061,0.003
2.311,0.075,0.061,0.003
2.311,0.075,0.061,0.003
2.311,0.077,0.061,0.003
2.311,0.077,0.061,0.003
2.291,0.098,0.061,0.003
2.291,0.098,0.061,0.003
2.311,0.080,0.061,0.003
2.311,0.080,0.061,0.003
2.291,0.101,0.061,0.003
2.291,0.101,0.061,0.003
2.331,0.065,0.061,0.003
2.331,0.065,0.060,0.002
2.331,0.067,0.060,0.002
2.331,0.067,0.060,0.002
2.331,0.068,0.060,0.002
2.331,0.068,0.060,0.002
2.380,0.021,0.060,0.002
2.380,0.021,0.250,0.192
2.466,0.064,0.250,0.192
2.466,0.063,0.250,0.192
2.401,0.004,0.250,0.192
2.401,0.004,0.250,0.192
2.351,0.055,0.250,0.192
2.351,0.055,0.060,0.002
2.311,0.099,0.060,0.002
2.311,0.099,0.060,0.002
2.351,0.060,0.060,0.002
2.351,0.060,0.059,0.001
2.372,0.043,0.059,0.001
2.372,0.043,0.059,0.001
2.331,0.088,0.059,0.001
2.331,0.088,0.059,0.001
2.331,0.090,0.059,0.002
2.331,0.090,0.059,0.002
2.394,0.031,0.059,0.002
2.394,0.031,0.059,0.002
2.331,0.097,0.059,0.002
2.331,0.097,0.059,0.002
2.351,0.078,0.059,0.002
2.351,0.079,0.059,0.002
2.394,0.039,0.059,0.002
2.394,0.039,0.059,0.002
2.351,0.082,0.059,0.002
2.351,0.082,0.059,0.002
2.351,0.087,0.059,0.002
2.351,0.087,0.059,0.002
2.444,0.002,0.059,0.002
2.444,0.002,0.249,0.192
2.372,0.071,0.249,0.192
2.372,0.071,0.059,0.002
2.422,0.023,0.059,0.002
2.422,0.023,0.249,0.192
2.372,0.088,0.249,0.192
2.372,0.088,0.058,0.002
2.372,0.091,0.058,0.002
