d_measured,d_error,theta_measured,theta_error
1.330,0.087,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.330,0.088,0.333,0.004
1.330,0.088,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.330,0.088,0.333,0.004
1.330,0.088,0.332,0.003
1.323,0.094,0.332,0.003
1.323,0.094,0.332,0.003
1.324,0.094,0.332,0.003
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.330,0.087,0.333,0.004
1.330,0.087,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.324,0.094,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.318,0.100,0.333,0.004
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.324,0.094,0.333,0.003
1.324,0.094,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.094,0.333,0.003
1.324,0.094,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.094,0.333,0.003
1.324,0.094,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.094,0.333,0.003
1.324,0.094,0.333,0.003
1.324,0.094,0.333,0.003
1.324,0.094,0.333,0.003
1.324,0.094,0.333,0.003
1.324,0.094,0.333,0.003
1.324,0.094,0.333,0.003
1.324,0.094,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.094,0.333,0.003
1.324,0.094,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.094,0.333,0.003
1.324,0.094,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.324,0.094,0.333,0.003
1.324,0.094,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.100,0.333,0.003
1.318,0.100,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.324,0.093,0.333,0.003
1.324,0.093,0.334,0.004
1.324,0.093,0.334,0.004
1.324,0.093,0.334,0.004
1.318,0.099,0.334,0.004
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
1.318,0.099,0.333,0.003
1.318,0.099,0.333,0.003
1.330,0.087,0.333,0.003
1.330,0.087,0.333,0.003
