d_measured,d_error,theta_measured,theta_error
1.352,-0.059,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.366,-0.045,0.220,0.210
1.366,-0.045,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.366,-0.045,0.220,0.210
1.366,-0.045,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.366,-0.045,0.220,0.210
1.366,-0.045,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.366,-0.045,0.220,0.210
1.366,-0.045,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.066,0.220,0.210
1.345,-0.066,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.366,-0.045,0.220,0.210
1.366,-0.045,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.359,-0.052,0.220,0.210
1.359,-0.052,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.359,-0.052,0.220,0.210
1.359,-0.052,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.366,-0.045,0.220,0.210
1.366,-0.045,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.333,-0.078,0.220,0.210
1.333,-0.078,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.352,-0.059,0.011,0.002
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.320,-0.091,0.220,0.210
1.320,-0.091,0.011,0.002
1.345,-0.065,0.011,0.002
1.345,-0.065,0.220,0.210
1.320,-0.091,0.220,0.210
1.320,-0.091,0.011,0.002
1.345,-0.065,0.011,0.002
1.345,-0.065,0.220,0.210
1.320,-0.091,0.220,0.210
1.320,-0.091,0.011,0.002
1.345,-0.065,0.011,0.002
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.320,-0.091,0.220,0.210
1.320,-0.091,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.352,-0.059,0.011,0.002
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.326,-0.084,0.220,0.210
1.326,-0.084,0.011,0.002
1.352,-0.059,0.011,0.002
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.352,-0.059,0.220,0.210
1.326,-0.084,0.220,0.210
1.326,-0.084,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.352,-0.059,0.011,0.002
1.352,-0.059,0.220,0.210
1.320,-0.091,0.220,0.210
1.320,-0.091,0.011,0.002
1.352,-0.059,0.011,0.002
1.352,-0.059,0.220,0.210
1.313,-0.098,0.220,0.210
1.313,-0.098,0.011,0.002
1.352,-0.059,0.011,0.002
1.352,-0.059,0.220,0.210
1.313,-0.098,0.220,0.210
1.313,-0.098,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.345,-0.065,0.011,0.002
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.320,-0.091,0.220,0.210
1.320,-0.091,0.011,0.002
1.345,-0.065,0.011,0.002
1.345,-0.065,0.220,0.210
1.333,-0.078,0.220,0.210
1.333,-0.078,0.011,0.002
1.352,-0.059,0.011,0.002
1.352,-0.059,0.220,0.210
1.333,-0.078,0.220,0.210
1.333,-0.078,0.011,0.002
1.352,-0.059,0.011,0.002
1.352,-0.059,0.220,0.210
1.320,-0.091,0.220,0.210
1.320,-0.091,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.352,-0.059,0.011,0.002
1.352,-0.059,0.220,0.210
1.313,-0.098,0.220,0.210
1.313,-0.098,0.011,0.002
1.352,-0.059,0.011,0.002
1.352,-0.059,0.220,0.210
1.320,-0.091,0.220,0.210
1.320,-0.091,0.011,0.002
1.345,-0.065,0.011,0.002
1.345,-0.065,0.220,0.210
1.320,-0.091,0.220,0.210
1.320,-0.091,0.011,0.002
1.345,-0.065,0.011,0.002
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.345,-0.065,0.220,0.210
1.326,-0.084,0.220,0.210
1.326,-0.084,0.011,0.002
1.345,-0.065,0.011,0.002
1.345,-0.065,0.220,0.210
1.313,-0.098,0.220,0.210
1.313,-0.098,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.352,-0.059,0.011,0.002
1.352,-0.059,0.220,0.210
1.320,-0.091,0.220,0.210
1.320,-0.091,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.352,-0.059,0.011,0.002
1.352,-0.059,0.220,0.210
1.313,-0.098,0.220,0.210
1.313,-0.098,0.011,0.002
1.352,-0.059,0.011,0.002
1.352,-0.059,0.220,0.210
1.313,-0.098,0.220,0.210
1.313,-0.098,0.011,0.002
1.352,-0.059,0.011,0.002
1.352,-0.059,0.220,0.210
1.326,-0.084,0.220,0.210
1.326,-0.084,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.352,-0.059,0.011,0.002
1.352,-0.059,0.220,0.210
1.326,-0.084,0.220,0.210
1.326,-0.084,0.011,0.002
1.352,-0.059,0.011,0.002
1.352,-0.059,0.220,0.210
1.320,-0.091,0.220,0.210
1.320,-0.091,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.326,-0.084,0.011,0.002
1.326,-0.084,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.326,-0.084,0.011,0.002
1.326,-0.084,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.098,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.326,-0.084,0.011,0.002
1.326,-0.084,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.326,-0.084,0.011,0.002
1.326,-0.084,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.326,-0.084,0.011,0.002
1.326,-0.084,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.326,-0.084,0.011,0.002
1.326,-0.084,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.326,-0.084,0.011,0.002
1.326,-0.084,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.326,-0.084,0.011,0.002
1.326,-0.084,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.333,-0.078,0.011,0.002
1.333,-0.078,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.012,0.003
1.313,-0.097,0.012,0.003
1.313,-0.097,0.012,0.003
1.313,-0.097,0.012,0.003
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.012,0.003
1.320,-0.091,0.012,0.003
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.012,0.003
1.313,-0.097,0.012,0.003
1.313,-0.097,0.012,0.003
1.313,-0.097,0.012,0.003
1.313,-0.097,0.012,0.003
1.313,-0.097,0.012,0.003
1.313,-0.097,0.012,0.003
1.320,-0.091,0.012,0.003
1.320,-0.091,0.012,0.003
1.313,-0.097,0.012,0.003
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.313,-0.097,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.012,0.003
1.313,-0.097,0.012,0.003
1.313,-0.097,0.012,0.003
1.320,-0.091,0.012,0.003
1.320,-0.091,0.012,0.003
1.313,-0.097,0.012,0.003
1.313,-0.097,0.012,0.003
1.313,-0.097,0.012,0.003
1.313,-0.097,0.012,0.003
1.313,-0.097,0.012,0.003
1.313,-0.097,0.012,0.003
1.320,-0.091,0.012,0.003
1.320,-0.091,0.012,0.003
1.313,-0.097,0.012,0.003
1.313,-0.097,0.012,0.003
1.326,-0.084,0.012,0.003
1.326,-0.084,0.012,0.003
1.320,-0.091,0.012,0.003
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.320,-0.091,0.011,0.002
1.313,-0.097,0.011,0.002
